idrelatorio,data,descricao,idutilizador,idalerta
429,2026-05-14 09:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 41.20.,3,429
430,2026-05-14 09:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 58.94.,2,430
431,2026-05-14 09:15:00,Relatório automático do alerta Verde. Razões principais: Valores abaixo dos limites iniciais. Score de risco: 27.26.,3,431
432,2026-05-14 10:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 52.16.,3,432
433,2026-05-14 10:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 28.04.,1,433
434,2026-05-14 11:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 37.53.,1,434
435,2026-05-14 11:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 59.82.,1,435
436,2026-05-14 11:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 31.68.,3,436
437,2026-05-14 12:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 40.72.,1,437
438,2026-05-14 12:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 77.14.,2,438
439,2026-05-14 12:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 60.55.,3,439
440,2026-05-14 12:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 35.28.,3,440
441,2026-05-14 13:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 66.29.,2,441
442,2026-05-14 13:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 83.09.,3,442
443,2026-05-14 14:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 42.06.,3,443
444,2026-05-14 14:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 66.92.,1,444
445,2026-05-14 14:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 74.41.,3,445
446,2026-05-14 14:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 39.73.,1,446
447,2026-05-14 15:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 60.72.,3,447
448,2026-05-14 15:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 60.06.,2,448
449,2026-05-14 16:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 65.91.,2,449
450,2026-05-14 16:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 60.41.,3,450
451,2026-05-14 16:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 44.10.,1,451
452,2026-05-14 17:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 77.44.,3,452
453,2026-05-14 17:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 64.11.,1,453
454,2026-05-14 17:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 53.42.,2,454
455,2026-05-14 17:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 37.12.,1,455
456,2026-05-14 18:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 68.13.,2,456
457,2026-05-14 18:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 54.87.,1,457
458,2026-05-14 18:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 37.11.,2,458
459,2026-05-14 19:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 68.19.,2,459
460,2026-05-14 19:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 30.40.,3,460
461,2026-05-14 19:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 37.60.,3,461
462,2026-05-14 20:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 64.48.,2,462
463,2026-05-14 20:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 35.75.,3,463
464,2026-05-14 20:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 35.03.,1,464
465,2026-05-14 21:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 74.54.,1,465
466,2026-05-14 21:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 35.40.,3,466
467,2026-05-14 21:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 36.91.,2,467
468,2026-05-14 22:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 65.77.,1,468
469,2026-05-14 22:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 36.13.,1,469
470,2026-05-14 22:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 32.92.,2,470
471,2026-05-14 23:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 39.84.,3,471
472,2026-05-14 23:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 68.26.,1,472
473,2026-05-14 23:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 25.26.,3,473
474,2026-05-15 00:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 84.00.,1,474
475,2026-05-15 00:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 79.34.,3,475
476,2026-05-15 00:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 29.91.,1,476
477,2026-05-15 01:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 69.00.,2,477
478,2026-05-15 01:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 78.13.,2,478
479,2026-05-15 02:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 70.64.,3,479
480,2026-05-15 02:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 70.51.,3,480
481,2026-05-15 02:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 28.61.,2,481
482,2026-05-15 03:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 71.99.,2,482
483,2026-05-15 03:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 71.13.,3,483
484,2026-05-15 03:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 29.82.,2,484
485,2026-05-15 04:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 68.70.,2,485
486,2026-05-15 04:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 75.72.,1,486
487,2026-05-15 04:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 32.20.,2,487
488,2026-05-15 05:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 68.02.,2,488
489,2026-05-15 05:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 70.32.,3,489
490,2026-05-15 05:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 32.12.,3,490
491,2026-05-15 06:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 49.48.,1,491
492,2026-05-15 08:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 53.06.,1,492
493,2026-05-15 09:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 78.46.,3,493
